Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,EmployeeNumber,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,42,0,932,1,1,827,2,0,4,1,43,2,2,3,4,1,6062,4051,9,1,13,3,4,80,1,8,4,3,4,3,0,2
1,28,0,890,1,2,828,4,1,3,0,46,3,1,1,3,0,4382,16374,6,0,17,3,4,80,0,5,3,2,2,2,2,1
0,36,0,1041,3,13,829,3,4,3,0,36,3,1,8,2,1,2143,25527,4,0,13,3,2,80,1,8,2,3,5,2,0,4
0,32,0,859,1,4,830,3,0,3,1,98,2,2,3,3,1,6162,19124,1,0,12,3,3,80,1,14,3,3,14,13,6,8
0,40,1,720,1,16,832,4,1,1,0,51,2,2,2,3,0,5094,11983,6,0,14,3,4,80,0,10,6,3,1,0,0,0
0,30,0,946,1,2,833,3,1,3,1,52,2,2,3,4,0,6877,20234,5,1,24,4,2,80,0,12,4,2,0,0,0,0
0,45,0,252,1,2,834,3,0,2,1,95,2,1,1,3,0,2274,6153,1,0,14,3,4,80,0,1,3,3,1,0,0,0
0,42,0,933,1,29,836,3,0,2,0,98,3,2,3,2,1,4434,11806,1,0,13,3,4,80,1,10,3,2,9,8,7,8
0,38,1,471,1,12,837,3,0,1,0,45,2,2,4,1,2,6288,4284,2,0,15,3,3,80,1,13,3,2,4,3,1,2
0,34,1,702,1,16,838,4,0,3,1,100,2,1,1,4,0,2553,8306,1,0,16,3,3,80,0,6,3,3,5,2,1,3
1,49,0,1184,0,11,840,3,2,3,1,43,3,3,0,4,1,7654,5860,1,0,18,3,1,80,2,9,3,4,9,8,7,7
1,55,0,436,0,2,842,1,1,3,0,37,3,2,0,4,0,5160,21519,4,0,16,3,3,80,0,12,3,2,9,7,7,3
0,43,0,589,1,14,843,2,0,2,0,94,3,4,7,1,1,17159,5200,6,0,24,4,3,80,1,22,3,3,4,1,1,0
0,27,0,269,1,5,844,1,3,3,0,42,2,3,7,4,2,12808,8842,1,1,16,3,2,80,1,9,3,3,9,8,0,8
0,35,0,950,1,7,845,3,5,3,0,59,3,3,3,3,0,10221,18869,3,0,21,4,2,80,0,17,3,4,8,5,1,6
0,28,0,760,0,2,846,4,2,2,1,81,3,2,0,2,1,4779,3698,1,1,20,4,1,80,0,8,2,3,8,7,7,5
0,34,0,829,3,3,847,2,4,3,0,88,3,1,8,4,1,3737,2243,0,0,19,3,3,80,1,4,1,1,3,2,0,2
1,26,1,887,1,5,848,2,1,3,1,88,2,1,1,3,1,2366,20898,1,1,14,3,1,80,1,8,2,3,8,7,1,7
0,27,2,443,1,3,850,3,1,4,0,50,3,1,1,4,1,1706,16571,1,0,11,3,3,80,3,0,6,2,0,0,0,0
0,51,0,1318,0,26,851,4,2,1,1,66,3,4,5,3,1,16307,5594,2,0,14,3,3,80,1,29,2,2,20,6,4,17
0,44,0,625,1,4,852,3,1,4,0,50,3,2,4,2,0,5933,5197,9,0,12,3,4,80,0,10,2,2,5,2,2,3
0,25,0,180,1,2,854,1,1,1,0,65,4,1,1,1,0,3424,21632,7,0,13,3,3,80,0,6,3,2,4,3,0,1
0,33,0,586,0,1,855,3,1,1,0,48,4,2,0,1,2,4037,21816,1,0,22,4,1,80,1,9,5,3,9,8,0,8
0,35,0,1343,1,27,856,1,1,3,1,53,2,1,1,1,0,2559,17852,1,0,11,3,4,80,0,6,3,2,6,5,1,1
0,36,0,928,0,1,857,2,0,2,0,56,3,2,0,4,1,6201,2823,1,1,14,3,4,80,1,18,1,2,18,14,4,11
0,32,0,117,0,13,859,4,0,2,0,73,3,2,0,4,2,4403,9250,2,0,11,3,3,80,1,8,3,2,5,2,0,3
0,30,1,1012,1,5,861,4,0,2,0,75,2,1,1,4,2,3761,2373,9,0,12,3,2,80,1,10,3,2,5,4,0,3
0,53,0,661,0,7,862,2,2,1,1,78,2,3,0,4,1,10934,20715,7,1,18,3,4,80,1,35,3,3,5,2,0,4
0,45,0,930,0,9,864,3,2,4,0,74,3,3,0,1,2,10761,19239,4,1,12,3,3,80,1,18,2,3,5,4,0,2
0,32,0,638,1,8,865,2,1,3,1,91,4,2,1,3,1,5175,22162,5,0,12,3,3,80,1,9,3,2,5,3,1,3
0,52,1,890,1,25,867,4,1,3,1,81,2,4,3,4,1,13826,19028,3,0,22,4,3,80,0,31,3,3,9,8,0,0
0,37,0,342,0,16,868,4,2,4,0,66,2,2,0,3,2,6334,24558,4,0,19,3,4,80,2,9,2,3,1,0,0,0
0,28,0,1169,3,8,869,2,1,2,0,63,2,1,8,4,2,4936,23965,1,0,13,3,4,80,1,6,6,3,5,1,0,4
0,22,0,1230,1,1,872,2,0,4,0,33,2,2,3,4,1,4775,19146,6,0,22,4,1,80,2,4,2,1,2,2,2,2
0,44,0,986,1,8,874,4,0,1,0,62,4,1,2,4,1,2818,5044,2,1,24,4,3,80,1,10,2,2,3,2,0,2
0,42,1,1271,1,2,875,1,1,2,0,35,3,1,1,4,0,2515,9068,5,1,14,3,4,80,0,8,2,3,2,1,2,2
0,36,0,1278,3,8,878,3,0,1,0,77,2,1,8,1,1,2342,8635,0,0,21,4,3,80,0,6,3,3,5,4,0,3
0,25,0,141,0,3,879,1,5,3,0,98,3,2,0,1,1,4194,14363,1,1,18,3,4,80,0,5,3,3,5,3,0,3
0,35,0,607,1,9,880,3,0,4,1,66,2,3,3,3,1,10685,23457,1,1,20,4,2,80,1,17,2,3,17,14,5,15
1,35,1,130,1,25,881,4,0,4,1,96,3,1,1,2,2,2022,16612,1,1,19,3,1,80,1,10,3,2,10,2,7,8
0,32,2,300,1,1,882,3,0,4,0,61,3,1,2,4,2,2314,9148,0,0,12,3,2,80,1,4,2,3,3,0,0,2
0,25,0,583,0,4,885,1,2,3,0,87,2,2,0,1,1,4256,18154,1,0,12,3,1,80,0,5,1,4,5,2,0,3
0,49,0,1418,1,1,887,3,3,3,1,36,3,1,1,1,1,3580,10554,2,0,16,3,2,80,1,7,2,3,4,2,0,2
0,24,2,1269,1,4,888,1,0,1,0,46,2,1,2,4,1,3162,10778,0,0,17,3,4,80,0,6,2,2,5,2,3,4
0,32,1,379,0,5,889,2,0,2,0,48,3,2,0,2,1,6524,8891,1,0,14,3,4,80,1,10,3,3,10,8,5,3
0,38,0,395,0,9,893,3,2,2,0,98,2,1,6,2,1,2899,12102,0,0,19,3,4,80,1,3,3,3,2,2,1,2
0,42,0,1265,1,3,894,3,0,3,1,95,4,2,2,4,1,5231,23726,2,1,13,3,2,80,1,17,1,2,5,3,1,3
0,31,0,1222,1,11,895,4,0,4,0,48,3,1,1,4,1,2356,14871,3,1,19,3,2,80,1,8,2,3,6,4,0,2
1,29,0,341,0,1,896,3,1,2,1,48,2,1,6,3,2,2800,23522,6,1,19,3,3,80,3,5,3,3,3,2,0,2
0,53,0,868,0,8,897,3,2,1,0,73,3,4,0,4,1,11836,22789,5,0,14,3,3,80,1,28,3,3,2,0,2,2
0,35,0,672,1,25,899,3,3,4,0,78,2,3,3,2,1,10903,9129,3,0,16,3,1,80,0,16,2,3,13,10,4,8
0,37,1,1231,0,21,900,2,1,3,1,54,3,1,6,4,1,2973,21222,5,0,15,3,2,80,1,10,3,3,5,4,0,0
0,53,0,102,1,23,901,4,0,4,1,72,3,4,7,4,0,14275,20206,6,0,18,3,3,80,0,33,0,3,12,9,3,8
0,43,1,422,1,1,902,3,0,4,1,33,3,2,4,4,1,5562,21782,4,0,13,3,2,80,1,12,2,2,5,2,2,2
0,47,0,249,0,2,903,2,2,3,1,35,3,2,0,4,1,4537,17783,0,1,22,4,1,80,1,8,2,3,7,6,7,7
0,37,2,1252,0,19,904,2,1,1,0,32,3,3,0,2,0,7642,4814,1,1,13,3,4,80,0,10,2,3,10,0,0,9
0,50,2,881,1,2,905,4,0,1,0,98,3,4,5,1,2,17924,4544,1,0,11,3,4,80,1,31,3,3,31,6,14,7
0,39,0,1383,3,2,909,3,0,4,1,42,2,2,8,4,1,5204,7790,8,0,11,3,3,80,2,13,2,3,5,4,0,4
0,33,0,1075,3,3,910,2,4,4,0,57,3,1,8,2,2,2277,22650,3,1,11,3,3,80,1,7,4,4,4,3,0,3
1,32,0,374,1,25,911,4,0,1,0,87,3,1,2,4,0,2795,18016,1,1,24,4,3,80,0,1,2,1,1,0,0,1
0,29,0,1086,1,7,912,1,1,1,1,62,2,1,2,4,2,2532,6054,6,0,14,3,3,80,3,8,5,3,4,3,0,3
0,44,0,661,1,9,913,2,0,2,0,61,3,1,1,1,1,2559,7508,1,1,13,3,4,80,0,8,0,3,8,7,7,1
0,28,0,821,0,5,916,4,1,1,0,98,3,2,0,4,0,4908,24252,1,0,14,3,2,80,0,4,3,3,4,2,0,2
1,58,1,781,1,2,918,1,0,4,0,57,2,1,2,4,2,2380,13384,9,1,14,3,4,80,1,3,3,2,1,0,0,0
0,43,0,177,1,8,920,3,0,1,1,55,3,2,3,2,2,4765,23814,4,0,21,4,3,80,1,4,2,4,1,0,0,0
1,20,0,500,0,2,922,3,1,3,1,49,2,1,6,3,0,2044,22052,1,0,13,3,4,80,0,2,3,2,2,2,0,2
1,21,0,1427,1,18,923,1,5,4,1,65,3,1,1,4,0,2693,8870,1,0,19,3,1,80,0,1,3,2,1,0,0,0
0,36,0,1425,1,14,924,1,0,3,0,68,3,2,4,4,1,6586,4821,0,1,17,3,1,80,1,17,2,2,16,8,4,11
0,47,0,1454,0,2,925,4,0,4,1,65,2,1,6,4,0,3294,13137,1,1,18,3,1,80,0,3,3,2,3,2,1,2
1,22,0,617,1,3,926,1,0,2,1,34,3,2,3,3,1,4171,10022,0,1,19,3,1,80,1,4,3,4,3,2,0,2
1,41,0,1085,1,2,927,4,0,2,1,57,1,1,2,4,2,2778,17725,4,1,13,3,3,80,1,10,1,2,7,7,1,0
0,28,0,995,1,9,930,3,1,3,1,77,3,1,1,3,2,2377,9834,5,0,18,3,2,80,1,6,2,3,2,2,2,2
1,39,0,1122,1,6,932,3,1,4,0,70,3,1,2,1,1,2404,4303,7,1,21,4,4,80,0,8,2,1,2,2,2,2
0,27,0,618,1,4,933,3,0,2,1,76,3,1,1,3,0,2318,17808,1,0,19,3,3,80,0,1,2,3,1,1,0,0
0,34,0,546,1,10,934,3,0,2,0,83,3,1,2,2,2,2008,6896,1,0,14,3,2,80,2,1,3,3,1,0,1,0
0,42,0,462,0,14,936,2,1,3,1,68,2,2,0,3,0,6244,7824,7,0,17,3,1,80,0,10,6,3,5,4,0,3
0,33,0,1198,1,1,939,4,5,3,0,100,2,1,1,1,0,2799,3339,3,1,11,3,2,80,0,6,1,3,3,2,0,2
0,58,0,1272,1,5,940,3,3,3,1,37,2,3,4,2,2,10552,9255,2,1,13,3,4,80,1,24,3,3,6,0,0,4
0,31,0,154,0,7,941,4,0,2,0,41,2,1,6,3,1,2329,11737,3,0,15,3,2,80,0,13,2,4,7,7,5,2
0,35,0,1137,1,21,942,1,0,4,1,51,3,2,4,4,1,4014,19170,1,1,25,4,4,80,1,10,2,1,10,6,0,7
0,49,0,527,1,8,944,2,5,1,1,51,3,3,2,2,1,7403,22477,4,0,11,3,3,80,1,29,3,2,26,9,1,7
0,48,0,1469,1,20,945,4,1,4,0,51,3,1,1,3,1,2259,5543,4,0,17,3,1,80,2,13,2,2,0,0,0,0
0,31,2,1188,0,20,947,2,2,4,1,45,3,2,0,3,1,6932,24406,1,0,13,3,4,80,1,9,2,2,9,8,0,0
0,36,0,188,1,7,949,4,5,2,0,65,3,1,1,4,0,4678,23293,2,0,18,3,3,80,0,8,6,3,6,2,0,1
0,38,0,1333,1,1,950,3,3,4,1,80,3,3,7,1,1,13582,16292,1,0,13,3,2,80,1,15,3,3,15,12,5,11
0,32,2,1184,1,1,951,3,0,3,1,70,2,1,2,2,1,2332,3974,6,0,20,4,3,80,0,5,3,3,3,0,0,2
1,25,0,867,0,19,952,2,2,3,0,36,2,1,6,2,1,2413,18798,1,1,18,3,3,80,3,1,2,3,1,0,0,0
0,40,0,658,0,10,954,4,2,1,0,67,2,3,0,2,2,9705,20652,2,0,12,3,2,80,1,11,2,2,1,0,0,0
0,26,1,1283,0,1,956,3,1,3,0,52,2,2,0,1,0,4294,11148,1,0,12,3,2,80,0,7,2,3,7,7,0,7
0,41,0,263,1,6,957,3,1,4,0,59,3,1,2,1,0,4721,3119,2,1,13,3,3,80,0,20,3,3,18,13,2,17
0,36,0,938,1,2,958,4,1,3,0,79,3,1,2,3,0,2519,12287,4,0,21,4,3,80,0,16,6,3,11,8,3,9
1,19,0,419,0,21,959,3,5,4,0,37,2,1,6,2,0,2121,9947,1,1,13,3,2,80,0,1,3,4,1,0,0,0
1,20,0,129,1,4,960,3,3,1,0,84,3,1,2,1,0,2973,13008,1,0,19,3,2,80,0,1,2,3,1,0,0,0
0,31,0,616,1,12,961,3,1,4,1,41,3,2,4,4,1,5855,17369,0,1,11,3,3,80,2,10,2,1,9,7,8,5
0,40,1,1469,1,9,964,4,1,4,0,35,3,1,1,2,2,3617,25063,8,1,14,3,4,80,1,3,2,3,1,1,0,0
0,32,0,498,1,3,966,4,1,3,1,93,3,2,3,1,1,6725,13554,1,0,12,3,3,80,1,8,2,4,8,7,6,3
1,36,0,530,0,3,967,1,0,3,0,51,2,3,0,4,1,10325,5518,1,1,11,3,1,80,1,16,6,3,16,7,3,7
0,33,0,1069,1,1,969,3,0,2,1,42,2,2,4,4,0,6949,12291,0,0,14,3,1,80,0,6,3,3,5,0,1,4
1,37,0,625,0,1,970,4,0,1,0,46,2,3,0,3,1,10609,14922,5,0,11,3,3,80,0,17,2,1,14,1,11,7
0,45,2,805,1,4,972,2,0,3,0,57,3,2,2,2,1,4447,23163,1,0,12,3,2,80,0,9,5,2,9,7,0,8
0,29,1,1404,0,20,974,3,3,3,1,84,3,1,6,4,1,2157,18203,1,0,15,3,2,80,1,3,5,3,3,1,0,2
0,35,0,1219,0,18,975,3,1,3,1,86,3,2,0,3,1,4601,6179,1,0,16,3,2,80,0,5,3,3,5,2,1,0
0,52,0,1053,1,1,976,2,0,4,0,70,3,4,5,4,1,17099,13829,2,0,15,3,2,80,1,26,2,2,9,8,7,8
1,58,0,289,1,2,977,3,3,4,0,51,3,1,1,3,0,2479,26227,4,0,24,4,1,80,0,7,4,3,1,0,0,0
0,53,0,1376,0,2,981,2,1,3,0,45,3,4,5,3,2,14852,13938,6,0,13,3,3,80,1,22,3,4,17,13,15,2
0,30,0,231,0,8,982,2,5,3,0,62,3,3,0,3,2,7264,9977,5,0,11,3,1,80,1,10,2,4,8,4,7,7
0,38,2,152,0,10,983,3,3,3,1,85,3,2,0,4,0,5666,19899,1,1,13,3,2,80,0,6,1,3,5,3,1,3
0,35,0,882,0,3,984,4,0,4,0,92,3,3,0,4,2,7823,6812,6,0,13,3,2,80,1,12,2,3,10,9,0,8
0,39,0,903,0,2,985,5,0,1,0,41,4,3,0,3,0,7880,2560,0,0,18,3,4,80,0,9,3,3,8,7,0,7
1,40,2,1479,0,24,986,3,0,2,1,100,4,4,0,2,0,13194,17071,4,1,16,3,4,80,0,22,2,2,1,0,0,0
0,47,1,1379,1,16,987,4,1,3,0,64,4,2,3,3,2,5067,6759,1,1,19,3,3,80,0,20,3,4,19,10,2,7
0,36,2,1229,0,8,990,4,3,1,0,84,3,2,0,4,2,5079,25952,4,0,13,3,4,80,2,12,3,3,7,7,0,7
1,31,2,335,1,9,991,2,1,3,0,46,2,1,1,1,0,2321,10322,0,1,22,4,1,80,0,4,0,3,3,2,1,2
0,33,2,722,0,17,992,3,0,4,0,38,3,4,5,3,0,17444,20489,1,0,11,3,4,80,0,10,2,3,10,8,6,0
1,29,0,906,1,10,994,3,0,4,1,92,2,1,1,1,0,2404,11479,6,1,20,4,3,80,0,3,5,3,0,0,0,0
0,33,0,461,1,13,995,1,0,2,1,53,3,1,1,4,0,3452,17241,3,0,18,3,1,80,0,5,4,3,3,2,0,2
0,45,0,974,1,1,996,4,1,4,1,91,3,1,2,4,2,2270,11005,3,0,14,3,4,80,2,8,2,3,5,3,0,2
0,50,0,1126,1,1,997,2,1,4,0,66,3,4,7,4,2,17399,6615,9,0,22,4,3,80,1,32,1,2,5,4,1,3
0,33,1,827,1,1,998,4,5,3,1,84,4,2,4,2,1,5488,20161,1,1,13,3,1,80,1,6,2,3,6,5,1,2
0,41,1,840,1,9,999,3,1,1,0,64,3,5,7,3,2,19419,3735,2,0,17,3,2,80,1,21,2,4,18,16,0,11
0,27,0,1134,1,16,1001,4,3,3,1,37,3,1,2,2,1,2811,12086,9,0,14,3,2,80,1,4,2,3,2,2,2,2
0,45,2,248,1,23,1002,2,0,4,0,42,3,2,2,1,1,3633,14039,1,1,15,3,3,80,1,9,2,3,9,8,0,8
0,47,0,955,0,4,1003,2,0,4,1,83,3,2,0,4,0,4163,8571,1,1,17,3,3,80,0,9,0,3,9,0,0,7
1,30,0,138,1,22,1004,3,0,1,1,48,3,1,1,3,1,2132,11539,4,1,11,3,2,80,0,7,2,3,5,2,0,1
0,50,0,939,1,24,1005,3,0,4,0,95,3,4,3,3,1,13973,4161,3,1,18,3,4,80,1,22,2,3,12,11,1,5
0,38,1,1391,1,10,1006,1,1,3,0,66,3,1,1,3,1,2684,12127,0,0,17,3,2,80,1,3,0,2,2,1,0,2
0,46,0,566,1,7,1007,2,1,4,0,75,3,3,3,3,2,10845,24208,6,0,13,3,2,80,1,13,3,3,8,7,0,7
0,24,0,1206,1,17,1009,1,1,4,1,41,2,2,3,3,2,4377,24117,1,0,15,3,2,80,2,5,6,3,4,2,3,2
1,35,0,622,1,14,1010,4,5,3,0,39,2,1,2,2,2,3743,10074,1,1,24,4,4,80,1,5,2,1,4,2,0,2
0,31,1,853,1,1,1011,1,0,3,1,96,3,2,3,1,1,4148,11275,1,0,12,3,3,80,1,4,1,3,4,3,0,3
0,18,2,287,1,5,1012,2,0,2,0,73,3,1,1,4,0,1051,13493,1,0,15,3,4,80,0,0,2,3,0,0,0,0
0,54,0,1441,1,17,1013,3,3,3,1,56,3,3,3,3,1,10739,13943,8,0,11,3,3,80,1,22,2,3,10,7,0,8
0,35,0,583,1,25,1014,4,1,3,1,57,3,3,4,3,2,10388,6975,1,1,11,3,3,80,1,16,3,2,16,10,10,1
0,30,0,153,1,8,1015,2,0,2,1,73,4,3,7,1,1,11416,17802,0,1,12,3,3,80,3,9,4,2,8,7,1,7
1,20,0,1097,1,11,1016,3,1,4,1,98,2,1,1,1,0,2600,18275,1,1,15,3,1,80,0,1,2,3,1,0,0,0
1,30,1,109,1,5,1017,3,1,2,1,60,3,1,2,2,0,2422,25725,0,0,17,3,1,80,0,4,3,3,3,2,1,2
0,26,0,1066,1,2,1018,2,1,4,0,32,4,2,3,4,1,5472,3334,1,0,12,3,2,80,0,8,2,3,8,7,1,3
0,22,0,217,1,8,1019,1,0,2,0,94,1,1,2,1,1,2451,6881,1,0,15,3,1,80,1,4,3,2,4,3,1,1
0,48,0,277,1,6,1022,3,0,1,0,97,2,2,4,3,0,4240,13119,2,0,13,3,4,80,0,19,0,3,2,2,2,2
0,48,0,1355,1,4,1024,4,0,3,0,78,2,3,4,3,0,10999,22245,7,0,14,3,2,80,0,27,3,3,15,11,4,8
0,41,0,549,1,7,1025,2,1,4,1,42,3,2,3,3,0,5003,23371,6,0,14,3,2,80,0,8,6,3,2,2,2,1
0,39,0,466,1,1,1026,1,0,4,1,65,2,4,3,4,1,12742,7060,1,0,16,3,3,80,1,21,3,3,21,6,11,8
0,27,0,1055,1,2,1027,4,0,1,1,47,3,2,3,4,1,4227,4658,0,0,18,3,2,80,1,4,2,3,3,2,2,2
0,35,0,802,1,10,1028,3,5,2,0,45,3,1,2,4,2,3917,9541,1,0,20,4,1,80,1,3,4,2,3,2,1,2
0,42,0,265,0,5,1029,2,2,4,0,90,3,5,5,3,1,18303,7770,6,0,13,3,2,80,0,21,3,4,1,0,0,0
0,50,0,804,1,9,1030,3,0,1,0,64,3,1,2,4,1,2380,20165,4,0,18,3,2,80,0,8,5,3,1,0,0,0
0,59,0,715,1,2,1032,3,0,3,1,69,2,4,3,4,0,13726,21829,3,1,13,3,1,80,0,30,4,3,5,3,4,3
1,37,0,1141,1,11,1033,2,1,1,1,61,1,2,4,2,1,4777,14382,5,0,15,3,1,80,0,15,2,1,1,0,0,0
0,55,1,135,1,18,1034,4,1,3,0,62,3,2,4,2,1,6385,12992,3,1,14,3,4,80,2,17,3,3,8,7,6,7
0,41,2,247,1,7,1035,1,0,2,1,55,1,5,7,3,2,19973,20284,1,0,22,4,2,80,2,21,3,3,21,16,5,10
0,38,0,1035,0,3,1036,4,0,2,0,42,3,2,0,4,0,6861,4981,8,1,12,3,3,80,0,19,1,3,1,0,0,0
1,26,2,265,0,29,1037,2,1,2,0,79,1,2,0,1,0,4969,21813,8,0,18,3,4,80,0,7,6,3,2,2,2,2
1,52,0,266,0,2,1038,1,2,1,1,57,1,5,5,4,1,19845,25846,1,0,15,3,4,80,1,33,3,3,32,14,6,9
0,44,0,1448,0,28,1039,3,1,4,1,53,4,4,0,4,1,13320,11737,3,1,18,3,3,80,1,23,2,3,12,11,11,11
0,50,2,145,0,1,1040,3,0,4,1,95,3,2,0,3,1,6347,24920,0,0,12,3,1,80,1,19,3,3,18,7,0,13
1,36,0,885,1,16,1042,4,0,3,1,43,4,1,2,1,0,2743,8269,1,0,16,3,3,80,0,18,1,3,17,13,15,14
0,39,1,945,1,22,1043,3,1,4,1,82,3,3,3,1,0,10880,5083,1,1,13,3,3,80,0,21,2,3,21,6,2,8
0,33,2,1038,0,8,1044,1,0,2,1,88,2,1,6,4,0,2342,21437,0,0,19,3,4,80,0,3,2,2,2,2,2,2
0,45,0,1234,0,11,1045,2,0,4,1,90,3,4,5,4,1,17650,5404,3,0,13,3,2,80,1,26,4,4,9,3,1,1
0,32,2,1109,1,29,1046,4,1,4,1,69,3,1,2,3,0,4025,11135,9,0,12,3,2,80,0,10,2,3,8,7,7,7
0,34,0,216,0,1,1047,4,2,2,0,75,4,2,0,4,2,9725,12278,0,0,11,3,4,80,1,16,2,2,15,1,0,9
0,59,0,1089,0,1,1048,2,3,2,0,66,3,3,5,4,1,11904,11038,3,1,14,3,3,80,1,14,1,1,6,4,0,4
0,45,0,788,3,24,1049,4,1,2,0,36,3,1,8,2,0,2177,8318,1,0,16,3,1,80,0,6,3,3,6,3,0,4
0,53,1,124,0,2,1050,3,2,3,1,38,2,3,0,2,1,7525,23537,2,0,12,3,1,80,1,30,2,3,15,7,6,12
1,36,0,660,1,15,1052,3,5,1,0,81,3,2,2,3,2,4834,7858,7,0,14,3,2,80,1,9,3,2,1,0,0,0
1,26,1,342,1,2,1053,3,0,1,0,57,3,1,1,1,1,2042,15346,6,1,14,3,2,80,1,6,2,3,3,2,1,2
0,34,0,1333,0,10,1055,4,0,3,1,87,3,1,6,3,1,2220,18410,1,1,19,3,4,80,1,1,2,3,1,1,0,0
0,28,0,1144,0,10,1056,1,1,4,0,74,3,1,6,2,1,1052,23384,1,0,22,4,2,80,0,1,5,3,1,0,0,0
0,38,1,1186,1,3,1060,4,5,3,0,44,3,1,1,3,1,2821,2997,3,0,16,3,1,80,1,8,2,3,2,2,2,2
0,50,0,1464,1,2,1061,4,1,2,0,62,3,5,7,3,1,19237,12853,2,1,11,3,4,80,1,29,2,2,8,1,7,7
0,37,0,124,1,3,1062,3,5,4,1,35,3,2,4,2,0,4107,13848,3,0,15,3,1,80,0,8,3,2,4,3,0,1
0,40,0,300,0,26,1066,3,2,3,0,74,3,2,0,1,1,8396,22217,1,0,14,3,2,80,1,8,3,2,7,7,7,5
0,26,1,921,1,1,1068,1,1,1,1,66,2,1,1,3,2,2007,25265,1,0,13,3,3,80,2,5,5,3,5,3,1,3
0,46,0,430,1,1,1069,4,1,4,0,40,3,5,7,4,2,19627,21445,9,0,17,3,4,80,2,23,0,3,2,2,2,2
0,54,0,1082,0,2,1070,4,0,3,1,41,2,3,0,3,1,10686,8392,6,0,11,3,2,80,1,13,4,3,9,4,7,0
0,56,1,1240,1,9,1071,3,1,1,1,63,3,1,1,3,1,2942,12154,2,0,19,3,2,80,1,18,4,3,5,4,0,3
0,36,0,796,1,12,1073,5,1,4,1,51,2,3,3,4,0,8858,15669,0,0,11,3,2,80,0,15,2,2,14,8,7,8
0,55,2,444,1,2,1074,1,1,3,0,40,2,4,5,1,0,16756,17323,7,0,15,3,2,80,0,31,3,4,9,7,6,2
0,43,0,415,0,25,1076,3,1,3,0,79,2,3,0,4,2,10798,5268,5,0,13,3,3,80,1,18,5,3,1,0,0,0
1,20,1,769,0,9,1077,3,2,4,1,54,3,1,6,4,0,2323,17205,1,1,14,3,2,80,0,2,3,3,2,2,0,2
1,21,0,1334,1,10,1079,3,0,3,1,36,2,1,2,1,0,1416,17258,1,0,13,3,1,80,0,1,6,2,1,0,1,0
0,46,0,1003,1,8,1080,4,0,4,1,74,2,2,1,1,2,4615,21029,8,1,23,4,1,80,3,19,2,3,16,13,1,7
1,51,0,1323,1,4,1081,4,0,1,0,34,3,1,1,3,1,2461,10332,9,1,12,3,3,80,3,18,2,4,10,0,2,7
1,28,2,1366,1,24,1082,2,3,2,0,72,2,3,4,1,0,8722,12355,1,0,12,3,1,80,0,10,2,2,10,7,1,9
0,26,0,192,1,1,1083,2,1,1,0,59,2,1,2,1,1,3955,11141,1,0,16,3,1,80,2,6,2,3,5,3,1,3
0,30,0,1176,1,20,1084,3,5,3,0,85,3,2,3,1,1,9957,9096,0,0,15,3,3,80,1,7,1,2,6,2,0,2
0,41,0,509,1,7,1085,2,3,2,1,43,4,1,1,3,1,3376,18863,1,0,13,3,3,80,0,10,3,3,10,6,0,8
0,38,0,330,1,17,1088,1,0,3,1,65,2,3,4,3,1,8823,24608,0,0,18,3,1,80,1,20,4,2,19,9,1,9
0,40,0,1492,1,20,1092,4,3,1,0,61,3,3,4,4,1,10322,26542,4,0,20,4,4,80,1,14,6,3,11,10,11,1
0,27,2,1277,1,8,1094,5,0,1,0,87,1,1,2,3,1,4621,5869,1,0,19,3,4,80,3,3,4,3,3,2,1,2
0,55,1,1091,1,2,1096,1,0,4,0,65,3,3,3,2,1,10976,15813,3,0,18,3,2,80,1,23,4,3,3,2,1,2
0,28,0,857,1,10,1097,3,5,3,1,59,3,2,1,3,0,3660,7909,3,0,13,3,4,80,0,10,4,4,8,7,1,7
1,44,0,1376,3,1,1098,2,1,2,0,91,2,3,8,1,1,10482,2326,9,0,14,3,4,80,1,24,1,3,20,6,3,6
0,33,0,654,1,5,1099,3,0,4,0,34,2,3,4,4,2,7119,21214,4,0,15,3,3,80,1,9,2,3,3,2,1,2
1,35,0,1204,0,4,1100,3,3,4,0,86,3,3,0,1,0,9582,10333,0,1,22,4,1,80,0,9,2,3,8,7,4,7
1,33,1,827,1,29,1101,4,1,1,1,54,2,2,1,3,0,4508,3129,1,0,22,4,2,80,0,14,4,3,13,7,3,8
0,28,0,895,1,15,1102,2,0,1,0,50,3,1,2,3,2,2207,22482,1,0,16,3,4,80,1,4,5,2,4,2,2,2
0,34,1,618,1,3,1103,1,0,1,0,45,3,2,4,4,0,7756,22266,0,0,17,3,3,80,0,7,1,2,6,2,0,4
0,37,0,309,0,10,1105,4,0,4,1,88,2,2,0,4,2,6694,24223,2,1,14,3,3,80,3,8,5,3,1,0,0,0
